,data,label,type
1094,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com,0,ham
1095,Stupid auto correct on my phone,0,ham
1096,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,0,ham
1097,What is your record for one night? :),0,ham
1098,I'm not driving... Raining! Then i'll get caught at e mrt station lor.,0,ham
1099,"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo",0,ham
1100,K.then any other special?,0,ham
1101,I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga,0,ham
1102,And now electricity just went out fml.,0,ham
1103,I went to project centre,0,ham
1104,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence..",0,ham
1105,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...,0,ham
1106,Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself. ,0,ham
1107,Cancel cheyyamo?and get some money back?,0,ham
1108,You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP,1,spam
1109,Wat time ü finish?,0,ham
1110,Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,1,spam
1111,I guess it is useless calling u 4 something important.,0,ham
1112,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones",0,ham
1113,"No worries, hope photo shoot went well. have a spiffing fun at workage. ",0,ham
1114,Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP,1,spam
1115,"""SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY, ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP...""",0,ham
1116,See you there! ,0,ham
1117,Good morning princess! Happy New Year!,0,ham
1118,Ok i am on the way to home hi hi,0,ham
1119,Am in film ill call you later.,0,ham
1120,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,1,spam
1121,"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?",0,ham
1122,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.,0,ham
1123,"I've got ten bucks, jay is being noncomittal",0,ham
1124,MMM ... Fuck .... Merry Christmas to me,0,ham
1125,Hope you are feeling great. Pls fill me in. Abiola,0,ham
1126,Be sure to check your yahoo email. We sent photos yesterday,0,ham
1127,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*,0,ham
1128,Lol no ouch but wish i'd stayed out a bit longer,0,ham
1129,"K, if u bored up just come to my home..",0,ham
1130,"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later.",0,ham
1131,"GOD ASKED, ""What is forgiveness?"" A little child gave lovely reply, ""It is d wonderful fruit that a tree gives when it is being hurt by a stone.. Good night......",0,ham
1132,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,0,ham
1133,Gud ni8.swt drms.take care,0,ham
1134,"that would be good … I'll phone you tomo lunchtime, shall I, to organise something?",0,ham
1135,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",1,spam
1136,"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?",0,ham
1137,"Some friends want me to drive em someplace, probably take a while",0,ham
1138,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill",0,ham
1139,I wan but too early lei... Me outside now wun b home so early... Neva mind then...,0,ham
1140,I dont know what to do to come out of this so only am ask questions like this dont mistake me.,0,ham
1141,"Come round, it's . ",0,ham
1142,I think it's all still in my car,0,ham
1143,"Alright if you're sure, let me know when you're leaving",0,ham
1144,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,0,ham
1145,Well welp is sort of a semiobscure internet thing,0,ham
1146,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different,0,ham
1147,Ok thanx...,0,ham
1148,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms,1,spam
1149,"Babe, I need your advice",0,ham
1150,"Awesome, be there in a minute",0,ham
1151,Wat r u doing?,0,ham
1152,Dunno lei shd b driving lor cos i go sch 1 hr oni.,0,ham
1153,"Hmm ok, i'll stay for like an hour cos my eye is really sore!",0,ham
1154,Can you talk with me..,0,ham
1155,Are you willing to go for apps class.,0,ham
1156,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!,0,ham
1157,Maybe you should find something else to do instead???,0,ham
1158,Glad to see your reply.,0,ham
1159,Alright. I'm out--have a good night!,0,ham
1160,Should I tell my friend not to come round til like  &lt;#&gt; ish?,0,ham
1161,Oh yeah clearly it's my fault,0,ham
1162,Dont kick coco when he's down,0,ham
1163,if you aren't here in the next  &lt;#&gt;  hours imma flip my shit,0,ham
1164,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8,0,ham
1165,How's ur paper?,0,ham
1166,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",1,spam
1167,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI,0,ham
1168,Yup ü not comin :-(,0,ham
1169,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,1,spam
1170,"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment.",0,ham
1171,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,1,spam
1172,Am I the only one who doesn't stalk profiles?,0,ham
1173,"Cool, text me when you're parked",0,ham
1174,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?,0,ham
1175,"Height of ""Oh shit....!!"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay,.;-):-D",0,ham
1176,Studying. But i.ll be free next weekend.,0,ham
1177,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. Its the least a unique person like u deserve. Sleep tight or morning,0,ham
1178,Do you know when the result.,0,ham
1179,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,1,spam
1180,Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?,0,ham
1181,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,1,spam
1182,Hmmm.but you should give it on one day..,0,ham
1183,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.",0,ham
1184,Hey... What time is your driving on fri? We go for evaluation on fri?,0,ham
1185,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",1,spam
1186,Men like shorter ladies. Gaze up into his eyes.,0,ham
1187,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,1,spam
1188,Wat time r ü going to xin's hostel?,0,ham
1189,U should have made an appointment,0,ham
1190,Y bishan lei... I tot ü say lavender? ,0,ham
1191,"Sorry, I'll call later in meeting",0,ham
1192,Yup...,0,ham
1193,Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!,0,ham
1194,I came hostel. I m going to sleep. Plz call me up before class. Hrishi.,0,ham
1195,Where wuld I be without my baby? The thought alone mite break me and I dont wanna go crazy but everyboy needs his lady xxxxxxxx,0,ham
1196,At home watching tv lor.,0,ham
1197,"Awesome question with a cute answer: Someone asked a boy ""how is ur life?"" . . He smiled &amp; answered: . . ""She is fine!"" Gudnite",0,ham
1198,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about ""the cave"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.",0,ham
1199,Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...,0,ham
1200,Staff of placement training in Amrita college.,0,ham
1201,Hmmm.still we dont have opener?,0,ham
1202,I love working from home :),0,ham
1203,Today my system sh get ready.all is well and i am also in the deep well,0,ham
1204,26th OF JULY,0,ham
1205,K tell me anything about you.,0,ham
1206,Howz that persons story,0,ham
1207,You stayin out of trouble stranger!!saw Dave the other day hes sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA! ,0,ham
1208,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother,0,ham
1209,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play £250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",1,spam
1210,No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!,0,ham
1211,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight,0,ham
1212,Going for dinner.msg you after.,0,ham
1213,Hows the champ just leaving glasgow!,0,ham
1214,I'm in office now . I will call you  &lt;#&gt;  min:),0,ham
1215,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself",0,ham
1216,Probably gonna swing by in a wee bit,0,ham
1217,Oh for fuck's sake she's in like tallahassee,0,ham
1218,Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx,0,ham
1219,Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down,0,ham
1220,Sorry i'm not free...,0,ham
1221,You still around? Looking to pick up later,0,ham
1222,"""ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.""",0,ham
1223,So how are you really. What are you up to. How's the masters. And so on.,0,ham
1224,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,0,ham
1225,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.,0,ham
1226,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876",1,spam
1227,Argh why the fuck is nobody in town ;_;,0,ham
1228,"I'm back &amp; we're packing the car now, I'll let you know if there's room",0,ham
1229,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.,0,ham
1230,"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho",0,ham
1231,Then mum's repent how?,0,ham
1232,K...k...when will you give treat?,0,ham
1233,Only saturday and sunday holiday so its very difficult:),0,ham
1234,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate",1,spam
1235,Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.,0,ham
1236,"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love",0,ham
1237,No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.,0,ham
1238,Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.,0,ham
1239,Where in abj are you serving. Are you staying with dad or alone.,0,ham
1240,Dude how do you like the buff wind.,0,ham
1241,Lolnice. I went from a fish to ..water.?,0,ham
1242,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.,0,ham
1243,No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u,0,ham
1244,I'm ok. Will do my part tomorrow,0,ham
1245,dont make ne plans for nxt wknd coz she wants us to come down then ok,0,ham
1246,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x,0,ham
1247,", ,  and  picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy",0,ham
1248,Went to pay rent. So i had to go to the bank to authorise the payment.,0,ham
1249,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz",0,ham
1250,"Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat.",0,ham
1251,Well thats nice. Too bad i cant eat it,0,ham
1252,"Come to me right now, Ahmad",0,ham
1253,What time do u get out?,0,ham
1254,I'm thinking that chennai forgot to come for auction..,0,ham
1255,You're right I have now that I think about it,0,ham
1256,* Thought I didn't see you.,0,ham
1257,Go chase after her and run her over while she's crossing the street,0,ham
1258,TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...,1,spam
1259,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,1,spam
1260,Were gonna go get some tacos,0,ham
1261,Kay... Since we are out already ,0,ham
1262,Watching tv now. I got new job :),0,ham
1263,Hey you can pay. With salary de. Only  &lt;#&gt; .,0,ham
1264,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ,0,ham
1265,"""Response"" is one of d powerful weapon 2 occupy a place in others 'HEART'... So, always give response 2 who cares 4 U""... Gud night..swt dreams..take care",0,ham
1266,Or maybe my fat fingers just press all these buttons and it doesn't know what to do.,0,ham
1267,So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream,0,ham
1268,Captain vijaykanth is doing comedy in captain tv..he is drunken :),0,ham
1269,I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl,0,ham
1270,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?,0,ham
1271,"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him.",0,ham
1272,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,0,ham
1273,You bad girl. I can still remember them,0,ham
1274,I am taking half day leave bec i am not well,0,ham
1275,Then why no one talking to me,0,ham
1276,The wine is flowing and i'm i have nevering..,0,ham
1277,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.,0,ham
1278,You'd like that wouldn't you? Jerk!,0,ham
1279,"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life.",0,ham
1280,"Not sure yet, still trying to get a hold of him",0,ham
1281,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,0,ham
1282,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.,0,ham
1283,Enjoy urself tmr...,0,ham
1284,"I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm",0,ham
1285,"Oh, then your phone phoned me but it disconnected",0,ham
1286,I will come with karnan car. Please wait till 6pm will directly goto doctor.,0,ham
1287,Da is good good player.why he is unsold.,0,ham
1288,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x",0,ham
1289,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50,1,spam
1290,Ofcourse I also upload some songs,0,ham
1291,Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous,0,ham
1292,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee...",0,ham
1293,"My sister in law, hope you are having a great month. Just saying hey. Abiola",0,ham
1294,";-( oh well, c u later",0,ham
1295,Nooooooo I'm gonna be bored to death all day. Cable and internet outage.,0,ham
1296,From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost £1.50 min MobcudB more,1,spam
1297,Lemme know when you're here,0,ham
1298,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",0,ham
1299,Where can download clear movies. Dvd copies.,0,ham
1300,"That's fine, have him give me a call if he knows what he wants or has any questions",0,ham
1301," says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !",0,ham
1302,Do you like shaking your booty on the dance floor?,0,ham
1303,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.,0,ham
1304,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.,0,ham
1305,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,1,spam
1306,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",1,spam
1307,I wont touch you with out your permission.,0,ham
1308,Then she buying today? Ü no need to c meh...,0,ham
1309,G wants to know where the fuck you are,0,ham
1310,Hi dis is yijue i would be happy to work wif ü all for gek1510...,0,ham
1311,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",0,ham
1312,Then we gotta do it after that,0,ham
1313,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",1,spam
1314,Welp apparently he retired,0,ham
1315,I'm reaching home in 5 min.,0,ham
1316,Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You? ,0,ham
1317,Nan sonathaya soladha. Why boss?,0,ham
1318,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.,0,ham
1319,"Maybe westshore or hyde park village, the place near my house?",0,ham
1320,Whens your radio show?,0,ham
1321,I'm done oredi...,0,ham
1322,Ok... U enjoy ur shows...,0,ham
1323,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?",0,ham
1324,Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-),0,ham
1325,"Sorry, I'll call later  &lt;#&gt; mins",0,ham
1326,Pls call me da. What happen.,0,ham
1327,What's happening with you. Have you gotten a job and have you begun registration for permanent residency,0,ham
1328,Happy new years melody!,0,ham
1329,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/,0,ham
1330,"Sorry, went to bed early, nightnight",0,ham
1331,Yes. Nigh you cant aha.,0,ham
1332,Which channel:-):-):):-).,0,ham
1333,I need... Coz i never go before ,0,ham
1334,Oops my phone died and I didn't even know. Yeah I like it better.,0,ham
1335,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",0,ham
1336,So that takes away some money worries,0,ham
1337,You call times job today ok umma and ask them to speed up,0,ham
1338,I tot u reach liao. He said t-shirt.,0,ham
1339,"Oh fine, I'll be by tonight",0,ham
1340,"Ya tel, wats ur problem..",0,ham
1341,Ok good then i later come find ü... C lucky i told ü to go earlier... Later pple take finish ü no more again...,0,ham
1342,The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live.,0,ham
1343,I want to send something that can sell fast.  &lt;#&gt; k is not easy money.,0,ham
1344,At home by the way,0,ham
1345,Surly ill give it to you:-) while coming to review.,0,ham
1346,Big brother‘s really scraped the barrel with this shower of social misfits,0,ham
1347,Good. Good job. I like entrepreneurs,0,ham
1348,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",0,ham
1349,"Goodmorning, today i am late for 2hrs. Because of back pain.",0,ham
1350,"URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM",1,spam
1351,1's reach home call me.,0,ham
1352,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted",0,ham
1353,Wat u doing there?,0,ham
1354," said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! ",0,ham
1355,Are you not around or just still asleep? :V,0,ham
1356,Watching tv lor...,0,ham
1357,"That day ü say ü cut ur hair at paragon, is it called hair sense? Do ü noe how much is a hair cut? ",0,ham
1358,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,1,spam
1359,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.,0,ham
1360,Yeah right! I'll bring my tape measure fri!,0,ham
1361,Sorry da..today i wont come to play..i have driving clas..,0,ham
1362,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.,1,spam
1363,ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O £250 3 WANT £800,1,spam
1364,Yup song bro. No creative. Neva test quality. He said check review online.,0,ham
1365,"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)",0,ham
1366,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...,0,ham
1367,What pa tell me.. I went to bath:-),0,ham
1368,I know she called me,0,ham
1369,7 lor... Change 2 suntec... Wat time u coming?,0,ham
1370,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,0,ham
1371,That's one of the issues but california is okay. No snow so its manageable,0,ham
1372,Now i'm going for lunch.,0,ham
1373,I think chennai well settled?,0,ham
1374,No shoot me. I'm in the docs waiting room. :/,0,ham
1375,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?",0,ham
1376,Shuhui has bought ron's present it's a swatch watch...,0,ham
1377,5 nights...We nt staying at port step liao...Too ex,0,ham
1378,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x",0,ham
1379,"""Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!""",0,ham
1380,Eat at old airport road... But now 630 oredi... Got a lot of pple...,0,ham
1381,He didn't see his shadow. We get an early spring yay,0,ham
1382,Prakesh is there know.,0,ham
1383,Have you had a good day? Mine was really busy are you up to much tomorrow night?,0,ham
1384,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night,0,ham
1385,You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!,1,spam
1386,I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u,0,ham
1387,No. Thank you. You've been wonderful,0,ham
1388,74355 XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC,1,spam
1389,I know you are serving. I mean what are you doing now.,0,ham
1390,Its  &lt;#&gt; k here oh. Should i send home for sale.,0,ham
1391,You still coming tonight?,0,ham
1392,Haha... can... But i'm having dinner with my cousin...,0,ham
1393,Mom wants to know where you at,0,ham
1394,Huh means computational science... Y they like dat one push here n there...,0,ham
1395,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up",0,ham
1396,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going,0,ham
1397,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",0,ham
1398,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,0,ham
1399,Hows the pain dear?y r u smiling?,0,ham
1400,Wrong phone! This phone! I answer this one but assume the other is people i don't well,0,ham
1401,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",0,ham
1402,Can you just come in for a sec? There's somebody here I want you to see,0,ham
1403,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...",0,ham
1404,Guess who spent all last night phasing in and out of the fourth dimension,0,ham
1405,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer",1,spam
1406,We're finally ready fyi,0,ham
1407,But pls dont play in others life.,0,ham
1408,Yar else i'll thk of all sorts of funny things.,0,ham
1409,Ill be at yours in about 3 mins but look out for me,0,ham
1410,"Only just got this message, not ignoring you. Yes, i was. Shopping that is",0,ham
1411,Goin to workout lor... Muz lose e fats... ,0,ham
1412,Have you been practising your curtsey?,0,ham
1413,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?",0,ham
1414,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; .",0,ham
1415,I liked the new mobile,0,ham
1416,Is there any training tomorrow?,0,ham
1417,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,0,ham
1418,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,1,spam
1419,"It's that time of the week again, ryan",0,ham
1420,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..,0,ham
1421,"Ah, well that confuses things, doesn‘t it?",0,ham
1422,"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop",1,spam
1423,Oooh bed ridden ey? What are YOU thinking of?,0,ham
1424,"As usual..iam fine, happy &amp; doing well..:)",0,ham
1425,"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday.",0,ham
1426,"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!",0,ham
1427,"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday.",0,ham
1428,Lmao!nice 1,0,ham
1429,You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ,1,spam
1430,Can you do online transaction?,0,ham
1431,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.",0,ham
1432,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try",0,ham
