,data,label,type
355,great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :),0,ham
356,When should I come over?,0,ham
357,"""HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!""",0,ham
358,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,1,spam
359,I walked an hour 2 c u! doesnt that show I care y wont u believe im serious?,0,ham
360,So are you guys asking that i get that slippers again or its gone with last year,0,ham
361,Still work going on:)it is very small house.,0,ham
362,Dad went out oredi... ,0,ham
363,I love u 2 my little pocy bell I am sorry but I love u,0,ham
364,"I hav almost reached. Call, i m unable to connect u.",0,ham
365,Nice.nice.how is it working?,0,ham
366,This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...,0,ham
367,Stop knowing me so well!,0,ham
368,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!,1,spam
369,And of course you should make a stink!,0,ham
370,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,0,ham
371,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.,0,ham
372,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,1,spam
373,"Sorry, got a late start, we're on the way",0,ham
374,Great escape. I fancy the bridge but needs her lager. See you tomo ,0,ham
375,Where is it. Is there any opening for mca.,0,ham
376,Ya even those cookies have jelly on them,0,ham
377,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",0,ham
378,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!",0,ham
379,Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x,0,ham
380,"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?",0,ham
381,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo,1,spam
382,"Ok omw now, you at castor?",0,ham
383,Any pain on urination any thing else?,0,ham
384,Thanks honey. Have a great day.,0,ham
385,"Alright, we're all set here, text the man",0,ham
386,Hey i will be late ah... Meet you at 945+,0,ham
387,U are subscribed to the best Mobile Content Service in the UK for £3 per ten days until you send STOP to 83435. Helpline 08706091795.,1,spam
388,He's in lag. That's just the sad part but we keep in touch thanks to skype,0,ham
389,Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.,0,ham
390,;-) ok. I feel like john lennon.,0,ham
391,At what time are you coming.,0,ham
392,I see a cup of coffee animation,0,ham
393,Aight do you still want to get money,0,ham
394,G.W.R,0,ham
395,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!,0,ham
396,I'm working technical support :)voice process.networking field.,0,ham
397,"K, want us to come by now?",0,ham
398,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! ",1,spam
399,:-( that's not v romantic!,0,ham
400,"Hey, iouri gave me your number, I'm wylie, ryan's friend",0,ham
401,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,0,ham
402,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",0,ham
403,Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore,0,ham
404,Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP Arrow,1,spam
405,Come to my home for one last time i wont do anything. Trust me.,0,ham
406,Dear where you. Call me,0,ham
407,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,1,spam
408,Too late. I said i have the website. I didn't i have or dont have the slippers,0,ham
409,"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me",0,ham
410,Wait.i will come out.. &lt;#&gt;  min:),0,ham
411,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",1,spam
412,"Haha, my friend tyler literally just asked if you could get him a dubsack",0,ham
413,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that "" &lt;#&gt;  lac crore"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.""",0,ham
414,I'm leaving my house now.,0,ham
415,We live in the next  &lt;#&gt; mins,0,ham
416,Pls speak to that customer machan.,0,ham
417,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone,1,spam
418,Should I head straight there or what,0,ham
419,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,0,ham
420,Not..tel software name..,0,ham
421,Id onluy matters when getting on from offcampus,0,ham
422,Okay... I booked all already... Including the one at bugis.,0,ham
423,Dear how is chechi. Did you talk to her,0,ham
424,In the end she might still vomit but its okay. Not everything will come out.,0,ham
425,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...,0,ham
426,Oh Howda gud gud.. Mathe en samachara chikku:-),0,ham
427,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.,1,spam
428,U 2.,0,ham
429,"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?",0,ham
430,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS),0,ham
431,How much would it cost to hire a hitman,0,ham
432,Just got up. have to be out of the room very soon. …. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.,0,ham
433,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...",0,ham
434,No break time one... How... I come out n get my stuff fr ü?,0,ham
435,"""Pete can you please ring meive hardly gotany credit""",0,ham
436,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.",0,ham
437,Wat time ü wan today?,0,ham
438,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.,0,ham
439,"Oh yes, why is it like torture watching england?",0,ham
440,Ü neva tell me how i noe... I'm not at home in da aft wat... ,0,ham
441,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;,0,ham
442,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",1,spam
443,Check audrey's status right now,0,ham
444,Ya just telling abt tht incident..,0,ham
445,Do ü all wan 2 meet up n combine all the parts? How's da rest of da project going?,0,ham
446,No da. . Vijay going to talk in jaya tv,0,ham
447,Yes:)from last week itself i'm taking live call.,0,ham
448,No prob. I will send to your email.,0,ham
449,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING &amp; HAVE A NICE DAY"" :)",0,ham
450,Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;,0,ham
451,Hi. Hope you had a good day. Have a better night.,0,ham
452,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,1,spam
453,Well I'm going to be an aunty!,0,ham
454,Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.,0,ham
455,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,0,ham
456,Cold. Dont be sad dear,0,ham
457,Ü dun need to pick ur gf?,0,ham
458,I can do that! I want to please you both inside and outside the bedroom...,0,ham
459,U come n search tat vid..not finishd..,0,ham
460,Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime,0,ham
461,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",0,ham
462,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,1,spam
463,Thank you princess! You are so sexy...,0,ham
464,how are you? I miss you!,0,ham
465,Well boy am I glad G wasted all night at applebees for nothing,0,ham
466,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,0,ham
467,"Babe, I'm back ... Come back to me ...",0,ham
468,"""NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?""",0,ham
469,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,0,ham
470,I send the print  outs da.,0,ham
471,They r giving a second chance to rahul dengra.,0,ham
472,Lol now I'm after that hot air balloon!,0,ham
473,Good morning. At the repair shop--the ONLY reason i'm up at this hour.,0,ham
474,"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16",1,spam
475,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",1,spam
476,"Didn't try, g and I decided not to head out",0,ham
477,Jesus christ bitch I'm trying to give you drugs answer your fucking phone,0,ham
478,Ok lor... Or u wan me go look 4 u?,0,ham
479,Dude im no longer a pisces. Im an aquarius now.,0,ham
480,"Sorry im getting up now, feel really bad- totally rejected that kinda me thing.",0,ham
481,Oh ok.. Wat's ur email?,0,ham
482,Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.,0,ham
483,"I think I‘m waiting for the same bus! Inform me when you get there, if you ever get there.",0,ham
484,Yup... Ok i go home look at the timings then i msg ü again... Xuhui going to learn on 2nd may too but her lesson is at 8am,0,ham
485,Cheers for the card ... Is it that time of year already?,0,ham
486,"Thanx 4 the time weve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx",0,ham
487,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin,0,ham
488,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,0,ham
489,YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,1,spam
490,"Haha awesome, be there in a minute",0,ham
491,At home also.,0,ham
492,Allo! We have braved the buses and taken on the trains and triumphed. I mean we‘re in b‘ham. Have a jolly good rest of week,0,ham
493,Another month. I need chocolate weed and alcohol.,0,ham
494,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,1,spam
495,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :),0,ham
496,Aiyo a bit pai seh ü noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...,0,ham
497,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,1,spam
498,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?",0,ham
499,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,0,ham
500,Yeah my usual guy's out of town but there're definitely people around I know,0,ham
501,Omg it could snow here tonite!,0,ham
502,In which place i can get rooms cheap:-),0,ham
503,This message is brought to you by GMW Ltd. and is not connected to the,1,spam
504,Yeah but which is worse for i,0,ham
505,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,0,ham
506,Then why you came to hostel.,0,ham
507,Hi Harish's rent has been transfred to ur Acnt.,0,ham
508,"I know where the  &lt;#&gt;  is, I'll be there around 5",0,ham
509,How come guoyang go n tell her? Then u told her?,0,ham
510,Nah dub but je still buff,0,ham
511,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,1,spam
512,Do u knw dis no. &lt;#&gt; ?,0,ham
513,I am going to sao mu today. Will be done only at 12 ,0,ham
514,I dont thnk its a wrong calling between us,0,ham
515,University of southern california.,0,ham
516,I'm not sure if its still available though,0,ham
517,I donno its in your genes or something,0,ham
518,It's ok i wun b angry. Msg u aft i come home tonight.,0,ham
519,Sorry de i went to shop.,0,ham
520,No no. I will check all rooms befor activities,0,ham
521,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night,0,ham
522,U can call now...,0,ham
523,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-),0,ham
524,Who u talking about?,0,ham
525,Ok lor then we go tog lor...,0,ham
526,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,1,spam
527,U sure u can't take any sick time?,0,ham
528,Sure but since my parents will be working on Tuesday I don't really need a cover story,0,ham
529,"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?",0,ham
530,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611 ,1,spam
531,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.,0,ham
532,I'm really not up to it still tonight babe,0,ham
533,10 min later k...,0,ham
534,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,0,ham
535,Tell them no need to investigate about me anywhere.,0,ham
536,Dear i am not denying your words please,0,ham
537,As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP,1,spam
538,I.ll hand her my phone to chat wit u,0,ham
539,Ü log off 4 wat. It's sdryb8i,0,ham
540,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...,0,ham
541,You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p,1,spam
542,Erm. I thought the contract ran out the4th of october.,0,ham
543,Dunno lei... I might b eatin wif my frens... If ü wan to eat then i wait 4 ü lar,0,ham
544,This is the 2nd time we have tried to contact u. U have won the £1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm,1,spam
545,Happy birthday to you....dear.with lots of love.rakhesh NRI,0,ham
546,I'm hungry buy smth home...,0,ham
547,Happy New Year Princess!,0,ham
548,Can ü all decide faster cos my sis going home liao..,0,ham
549,"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy ""VALENTINES DAY"" in advance",0,ham
550,Can u get pic msgs to your phone?,0,ham
551,I am on the way to ur home,0,ham
552,Hey what's up charles sorry about the late reply.,0,ham
553,K.k.this month kotees birthday know?,0,ham
554,"Sorry that took so long, omw now",0,ham
555,I dont have i shall buy one dear,0,ham
556,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,1,spam
557,Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol,0,ham
558,Its ok my arm is feeling weak cuz i got a shot so we can go another time,0,ham
559,Juz go google n search 4 qet...,0,ham
560,Are you still playing with gautham?,0,ham
561,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,1,spam
562,Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?,0,ham
563,"accordingly. I repeat, just text the word ok on your mobile phone and send",1,spam
564,Who's there say hi to our drugdealer,0,ham
565,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not,0,ham
566,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?,0,ham
567,"Thanks for your ringtone order, ref number K718. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069120",1,spam
568,"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!",1,spam
569,"Wait, do you know if wesleys in town? I bet she does hella drugs!",0,ham
570,If india win or level series means this is record:),0,ham
571,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!,0,ham
572,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...,0,ham
573,Want to send me a virtual hug?... I need one,0,ham
574,Yesterday its with me only . Now am going home.,0,ham
575,No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch,0,ham
576,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?,0,ham
577,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",0,ham
578,Happy new year. Hope you are having a good semester,0,ham
579,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",1,spam
580,HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN ,0,ham
581,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,0,ham
582,Just sent it. So what type of food do you like?,0,ham
583,"Its good, we'll find a way",0,ham
584,I am in escape theatre now. . Going to watch KAVALAN in a few minutes,0,ham
585,"sorry brah, just finished the last of my exams, what up",0,ham
586,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.",0,ham
587,"A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8",0,ham
588,Maybe i could get book out tomo then return it immediately ..? Or something.,0,ham
589,thanks for the temales it was wonderful. Thank. Have a great week.,0,ham
590,"Short But Cute: ""Be a good person, but dont try to prove it.."" .Gud noon....",0,ham
591,God bless.get good sleep my dear...i will pray!,0,ham
592,I'll meet you in the lobby,0,ham
593,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",0,ham
594,Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.,0,ham
595,network operator. The service is free. For T & C's visit 80488.biz,1,spam
596,… and don‘t worry we‘ll have finished by march … ish!,0,ham
597,I am in hospital da. . I will return home in evening,0,ham
598,No pic. Please re-send.,0,ham
599,Yes princess! I want to catch you with my big strong hands...,0,ham
600,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,1,spam
601,"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part.",0,ham
602,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?",0,ham
603,K..k:)how much does it cost?,0,ham
604,Lol ... I really need to remember to eat when I'm drinking but I do appreciate you keeping me company that night babe *smiles*,0,ham
605,And several to you sir.,0,ham
606,Ü thk of wat to eat tonight.,0,ham
607,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.,0,ham
608,Auntie huai juan never pick up her phone,0,ham
609,That day you asked about anand number. Why:-),0,ham
610,S.i'm watching it in live..,0,ham
611,I enjoy watching and playing football and basketball. Anything outdoors. And you?,0,ham
612,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie,0,ham
613,Then ü ask dad to pick ü up lar... Ü wan 2 stay until 6 meh...,0,ham
614,No..but heard abt tat..,0,ham
615,Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.,0,ham
616,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,1,spam
617,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,0,ham
618,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04,1,spam
619,K actually can you guys meet me at the sunoco on howard? It should be right on the way,0,ham
620,I see the letter B on my car,0,ham
621,Yeah I can still give you a ride,0,ham
622,"Doing nothing, then u not having dinner w us?",0,ham
623,Nope. I just forgot. Will show next week,0,ham
624,"Theoretically yeah, he could be able to come",0,ham
625,I said its okay. Sorry,0,ham
626,I pocked you up there before,0,ham
627,I only haf msn. It's yijue@hotmail.com,0,ham
628,Hello which the site to download songs its urgent pls,0,ham
629,I had askd u a question some hours before. Its answer,0,ham
630,Im good! I have been thinking about you...,0,ham
631,Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412,1,spam
632,Whatsup there. Dont u want to sleep,0,ham
633,I'm coming home 4 dinner.,0,ham
634,Many more happy returns of the day. I wish you happy birthday.,0,ham
635,Ok...,0,ham
636,Do you think i can move  &lt;#&gt;  in a week,0,ham
637,I had it already..sabarish asked me to go..,0,ham
638,Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...,0,ham
639,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm",1,spam
640,"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2",0,ham
641,Hi dear we saw dear. We both are happy. Where you my battery is low,0,ham
642,We don call like  &lt;#&gt;  times oh. No give us hypertension oh.,0,ham
643,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.,1,spam
644,"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy",0,ham
645,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.",0,ham
646,You flippin your shit yet?,0,ham
647,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx,0,ham
648,FROM 88066 LOST £12 HELP,1,spam
649,Our Prasanth ettans mother passed away last night. Just pray for her and family.,0,ham
650,"Well, I was about to give up cos they all said no they didn‘t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?",0,ham
651,Huh y lei...,0,ham
652,i am seeking a lady in the street and a freak in the sheets. Is that you?,0,ham
653,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,0,ham
654,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16",1,spam
655,"Sorry battery died, yeah I'm here",0,ham
656,When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.,0,ham
657,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you.",0,ham
658,It means u could not keep ur words.,0,ham
659,"Y cant u try new invention to fly..i'm not joking.,",0,ham
660,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,0,ham
661,"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?",0,ham
662,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO",1,spam
663,Hi msg me:)i'm in office..,0,ham
664,I want snow. It's just freezing and windy.,0,ham
665,Alex says he's not ok with you not being ok with it,0,ham
666,"Just wondering, the others just took off",0,ham
667,"""CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,JUST REALLYNEED 2DOCD.PLEASE DONTPLEASE DONTIGNORE MYCALLS,U NO THECD ISV.IMPORTANT TOME 4 2MORO""",0,ham
668,Oh:)as usual vijay film or its different?,0,ham
669,"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order",0,ham
670,Lmao but its so fun...,0,ham
671,This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed,0,ham
672,"Thanks da thangam, i feel very very happy dear. I also miss you da.",0,ham
673,Is avatar supposed to have subtoitles,0,ham
674,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",0,ham
675,I'm gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?,0,ham
676,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.",0,ham
677,Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.,0,ham
678,Mum not going robinson already.,0,ham
679,Yes. I come to nyc for audiitions and am trying to relocate.,0,ham
680,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,1,spam
681,Ultimately tor motive tui achieve korli.,0,ham
682,Hui xin is in da lib.,0,ham
683,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.,1,spam
684,Yes :)it completely in out of form:)clark also utter waste.,0,ham
685,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!,0,ham
686,So can collect ur laptop?,0,ham
687,Done it but internet connection v slow and can‘t send it. Will try again later or first thing tomo.,0,ham
688,Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-),0,ham
689,"Haha awesome, I might need to take you up on that, what you doin tonight?",0,ham
690,Mm umma ask vava also to come tell him can play later together,0,ham
691,R we going with the  &lt;#&gt;  bus?,0,ham
692,Then she dun believe wat?,0,ham
693,They finally came to fix the ceiling.,0,ham
694,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,1,spam
695,I didn't get the second half of that message,0,ham
696,I plane to give on this month end.,0,ham
697,"I can't right this second, gotta hit people up first",0,ham
698,If I was I wasn't paying attention,0,ham
699,Babe ? I lost you ... Will you try rebooting ?,0,ham
700,"I am in tirupur da, once you started from office call me.",0,ham
